ObjectId,Branch,Month,Performance_Indicator,Quantity
1330,BLDG 61,2020/07/17 00:00:00,Programs Attendance-Adult,486
1331,BLDG 61,2020/08/17 00:00:00,Programs Attendance-Adult,480
1332,BLDG 61,2020/09/17 00:00:00,Programs Attendance-Adult,599
1333,BLDG 61,2020/10/17 00:00:00,Programs Attendance-Adult,826
1334,BLDG 61,2020/11/17 00:00:00,Programs Attendance-Adult,841
1335,BLDG 61,2020/12/17 00:00:00,Programs Attendance-Adult,741
1336,BLDG 61,2020/01/17 00:00:00,Programs Offered-Children,3
1337,BLDG 61,2020/02/17 00:00:00,Programs Offered-Children,7
1338,BLDG 61,2020/03/17 00:00:00,Programs Offered-Children,5
1339,BLDG 61,2020/04/17 00:00:00,Programs Offered-Children,6
1340,Main,2020/07/17 00:00:00,Programs Offered-Adult,54
1341,Main,2020/08/17 00:00:00,Programs Offered-Adult,59
1342,Main,2020/11/17 00:00:00,Programs Attendance-Adult,1564
1343,Carnegie,2020/11/17 00:00:00,Programs Attendance-Adult,0
1344,BLDG 61,2020/06/17 00:00:00,Programs Attendance-Children,109
1345,Main,2020/09/17 00:00:00,Programs Offered-Adult,68
1346,Main,2020/12/17 00:00:00,Programs Attendance-Adult,1340
1347,Carnegie,2020/12/17 00:00:00,Programs Attendance-Adult,0
1348,BLDG 61,2020/07/17 00:00:00,Programs Attendance-Children,58
1349,Main,2020/10/17 00:00:00,Programs Offered-Adult,73
1350,Meadows,2020/01/17 00:00:00,Programs Attendance-Adult,261
1351,Main,2020/01/17 00:00:00,Storytime Events,43
1352,BLDG 61,2020/08/17 00:00:00,Programs Attendance-Children,10
1353,Main,2020/11/17 00:00:00,Programs Offered-Adult,68
1354,Meadows,2020/02/17 00:00:00,Programs Attendance-Adult,226
1355,Main,2020/02/17 00:00:00,Storytime Events,42
1356,BLDG 61,2020/09/17 00:00:00,Programs Attendance-Children,20
1357,Main,2020/12/17 00:00:00,Programs Offered-Adult,66
1358,Meadows,2020/03/17 00:00:00,Programs Attendance-Adult,216
1359,Main,2020/03/17 00:00:00,Storytime Events,52
1360,BLDG 61,2020/10/17 00:00:00,Programs Attendance-Children,42
1361,Meadows,2020/01/17 00:00:00,Programs Offered-Adult,11
1362,Meadows,2020/04/17 00:00:00,Programs Attendance-Adult,216
1363,Main,2020/04/17 00:00:00,Storytime Events,47
1364,BLDG 61,2020/11/17 00:00:00,Programs Attendance-Children,68
1365,Meadows,2020/02/17 00:00:00,Programs Offered-Adult,6
1366,Meadows,2020/05/17 00:00:00,Programs Attendance-Adult,284
1367,Main,2020/05/17 00:00:00,Storytime Events,50
1368,BLDG 61,2020/12/17 00:00:00,Programs Attendance-Children,68
1369,Meadows,2020/03/17 00:00:00,Programs Offered-Adult,5
1370,Meadows,2020/06/17 00:00:00,Programs Attendance-Adult,224
1371,Main,2020/06/17 00:00:00,Storytime Events,50
1372,BLDG 61,2020/01/17 00:00:00,Programs Offered-Teen,0
1373,Meadows,2020/04/17 00:00:00,Programs Offered-Adult,5
1374,Meadows,2020/07/17 00:00:00,Programs Attendance-Adult,200
1375,Main,2020/07/17 00:00:00,Storytime Events,47
1376,BLDG 61,2020/02/17 00:00:00,Programs Offered-Teen,7
1377,Meadows,2020/05/17 00:00:00,Programs Offered-Adult,7
1378,Meadows,2020/08/17 00:00:00,Programs Attendance-Adult,320
1379,Main,2020/08/17 00:00:00,Storytime Events,53
1380,BLDG 61,2020/03/17 00:00:00,Programs Offered-Teen,11
1381,Meadows,2020/06/17 00:00:00,Programs Offered-Adult,5
1382,Meadows,2020/09/17 00:00:00,Programs Attendance-Adult,260
1383,Main,2020/09/17 00:00:00,Storytime Events,43
1384,BLDG 61,2020/04/17 00:00:00,Programs Offered-Teen,6
1385,Meadows,2020/07/17 00:00:00,Programs Offered-Adult,4
1386,Meadows,2020/10/17 00:00:00,Programs Attendance-Adult,302
1387,Main,2020/10/17 00:00:00,Storytime Events,47
1388,BLDG 61,2020/05/17 00:00:00,Programs Offered-Teen,5
1389,Meadows,2020/08/17 00:00:00,Programs Offered-Adult,6
1390,Meadows,2020/11/17 00:00:00,Programs Attendance-Adult,262
1391,Main,2020/11/17 00:00:00,Storytime Events,47
1392,BLDG 61,2020/06/17 00:00:00,Programs Offered-Teen,7
1393,Meadows,2020/09/17 00:00:00,Programs Offered-Adult,5
1394,Meadows,2020/10/17 00:00:00,Programs Offered-Adult,7
1395,Meadows,2020/11/17 00:00:00,Programs Offered-Adult,6
1396,Meadows,2020/12/17 00:00:00,Programs Offered-Adult,4
1397,Reynolds,2020/01/17 00:00:00,Programs Offered-Adult,1
1398,Reynolds,2020/02/17 00:00:00,Programs Offered-Adult,1
1399,Reynolds,2020/03/17 00:00:00,Programs Offered-Adult,1
1400,Reynolds,2020/04/17 00:00:00,Programs Offered-Adult,1
1401,Reynolds,2020/05/17 00:00:00,Programs Offered-Adult,2
1402,Reynolds,2020/06/17 00:00:00,Programs Offered-Adult,1
1403,Reynolds,2020/07/17 00:00:00,Programs Offered-Adult,0
1404,Reynolds,2020/08/17 00:00:00,Programs Offered-Adult,0
1405,Reynolds,2020/09/17 00:00:00,Programs Offered-Adult,1
1406,Reynolds,2020/10/17 00:00:00,Programs Offered-Adult,0
1407,Reynolds,2020/11/17 00:00:00,Programs Offered-Adult,1
1408,Reynolds,2020/12/17 00:00:00,Programs Offered-Adult,2
1409,NoBo,2020/01/17 00:00:00,Programs Offered-Adult,0
1410,NoBo,2020/02/17 00:00:00,Programs Offered-Adult,0
1411,NoBo,2020/03/17 00:00:00,Programs Offered-Adult,0
1412,NoBo,2020/04/17 00:00:00,Programs Offered-Adult,0
1413,NoBo,2020/05/17 00:00:00,Programs Offered-Adult,0
1414,NoBo,2020/06/17 00:00:00,Programs Offered-Adult,0
1415,NoBo,2020/07/17 00:00:00,Programs Offered-Adult,0
1416,NoBo,2020/08/17 00:00:00,Programs Offered-Adult,0
1417,NoBo,2020/09/17 00:00:00,Programs Offered-Adult,0
1418,NoBo,2020/10/17 00:00:00,Programs Offered-Adult,0
1419,NoBo,2020/11/17 00:00:00,Programs Offered-Adult,0
1420,NoBo,2020/12/17 00:00:00,Programs Offered-Adult,0
1421,Carnegie,2020/01/17 00:00:00,Programs Offered-Adult,0
1422,Carnegie,2020/02/17 00:00:00,Programs Offered-Adult,0
1423,Carnegie,2020/03/17 00:00:00,Programs Offered-Adult,0
1424,Carnegie,2020/04/17 00:00:00,Programs Offered-Adult,0
1425,Carnegie,2020/05/17 00:00:00,Programs Offered-Adult,0
1426,Carnegie,2020/06/17 00:00:00,Programs Offered-Adult,0
1427,Carnegie,2020/07/17 00:00:00,Programs Offered-Adult,0
1428,Carnegie,2020/08/17 00:00:00,Programs Offered-Adult,0
1429,BLDG 61,2020/07/17 00:00:00,Programs Offered-Teen,9
1430,Meadows,2020/12/17 00:00:00,Programs Attendance-Adult,203
1431,BLDG 61,2020/08/17 00:00:00,Programs Offered-Teen,6
1432,Main,2020/12/17 00:00:00,Storytime Events,45
1433,Reynolds,2020/01/17 00:00:00,Programs Attendance-Adult,6
1434,BLDG 61,2020/09/17 00:00:00,Programs Offered-Teen,2
1435,Meadows,2020/01/17 00:00:00,Storytime Events,23
1436,Reynolds,2020/02/17 00:00:00,Programs Attendance-Adult,6
1437,BLDG 61,2020/10/17 00:00:00,Programs Offered-Teen,6
1438,Meadows,2020/02/17 00:00:00,Storytime Events,22
1439,Reynolds,2020/03/17 00:00:00,Programs Attendance-Adult,6
1440,BLDG 61,2020/11/17 00:00:00,Programs Offered-Teen,3
1441,Meadows,2020/03/17 00:00:00,Storytime Events,29
1442,Reynolds,2020/04/17 00:00:00,Programs Attendance-Adult,6
1443,BLDG 61,2020/12/17 00:00:00,Programs Offered-Teen,1
1444,Meadows,2020/04/17 00:00:00,Storytime Events,25
1445,Reynolds,2020/05/17 00:00:00,Programs Attendance-Adult,9
1446,BLDG 61,2020/01/17 00:00:00,Programs Attendance-Teen,0
1447,Meadows,2020/05/17 00:00:00,Storytime Events,27
1448,Reynolds,2020/06/17 00:00:00,Programs Attendance-Adult,12
1449,BLDG 61,2020/02/17 00:00:00,Programs Attendance-Teen,93
1450,Meadows,2020/06/17 00:00:00,Storytime Events,28
1451,Reynolds,2020/07/17 00:00:00,Programs Attendance-Adult,0
1452,BLDG 61,2020/03/17 00:00:00,Programs Attendance-Teen,115
1453,Meadows,2020/07/17 00:00:00,Storytime Events,25
1454,Reynolds,2020/08/17 00:00:00,Programs Attendance-Adult,0
1455,BLDG 61,2020/04/17 00:00:00,Programs Attendance-Teen,62
1456,Meadows,2020/08/17 00:00:00,Storytime Events,29
1457,Reynolds,2020/09/17 00:00:00,Programs Attendance-Adult,12
1458,BLDG 61,2020/05/17 00:00:00,Programs Attendance-Teen,33
1459,Meadows,2020/09/17 00:00:00,Storytime Events,25
1460,Reynolds,2020/10/17 00:00:00,Programs Attendance-Adult,0
1461,BLDG 61,2020/06/17 00:00:00,Programs Attendance-Teen,88
1462,Meadows,2020/10/17 00:00:00,Storytime Events,26
1463,Reynolds,2020/11/17 00:00:00,Programs Attendance-Adult,12
1464,BLDG 61,2020/07/17 00:00:00,Programs Attendance-Teen,108
1465,Meadows,2020/11/17 00:00:00,Storytime Events,26
1466,Reynolds,2020/12/17 00:00:00,Programs Attendance-Adult,92
1467,BLDG 61,2020/08/17 00:00:00,Programs Attendance-Teen,105
1468,Meadows,2020/12/17 00:00:00,Storytime Events,25
1469,NoBo,2020/01/17 00:00:00,Programs Attendance-Adult,0
1470,Meadows,2020/01/17 00:00:00,PC Sessions,1522
1471,BLDG 61,2020/09/17 00:00:00,Programs Attendance-Teen,8
1472,BLDG 61,2020/10/17 00:00:00,Programs Attendance-Teen,104
1473,BLDG 61,2020/11/17 00:00:00,Programs Attendance-Teen,22
1474,BLDG 61,2020/12/17 00:00:00,Programs Attendance-Teen,12
1475,Main,2020/01/17 00:00:00,Programs Offered-Adult,76
1476,Main,2020/02/17 00:00:00,Programs Offered-Adult,70
1477,Main,2020/03/17 00:00:00,Programs Offered-Adult,72
1478,Main,2020/04/17 00:00:00,Programs Offered-Adult,70
1479,Main,2020/05/17 00:00:00,Programs Offered-Adult,86
1480,Main,2020/06/17 00:00:00,Programs Offered-Adult,68
1481,NoBo,2020/02/17 00:00:00,Programs Attendance-Adult,0
1482,NoBo,2020/03/17 00:00:00,Programs Attendance-Adult,0
1483,NoBo,2020/04/17 00:00:00,Programs Attendance-Adult,0
1484,NoBo,2020/05/17 00:00:00,Programs Attendance-Adult,0
1485,NoBo,2020/06/17 00:00:00,Programs Attendance-Adult,0
1486,NoBo,2020/07/17 00:00:00,Programs Attendance-Adult,0
1487,NoBo,2020/08/17 00:00:00,Programs Attendance-Adult,0
1488,NoBo,2020/09/17 00:00:00,Programs Attendance-Adult,0
1489,NoBo,2020/10/17 00:00:00,Programs Attendance-Adult,0
1490,Reynolds,2020/01/17 00:00:00,Storytime Events,27
1491,Reynolds,2020/02/17 00:00:00,Storytime Events,27
1492,Reynolds,2020/03/17 00:00:00,Storytime Events,34
1493,Reynolds,2020/04/17 00:00:00,Storytime Events,29
1494,Reynolds,2020/05/17 00:00:00,Storytime Events,31
1495,Reynolds,2020/06/17 00:00:00,Storytime Events,30
1496,Reynolds,2020/07/17 00:00:00,Storytime Events,26
1497,Reynolds,2020/08/17 00:00:00,Storytime Events,34
1498,Reynolds,2020/09/17 00:00:00,Storytime Events,29
1499,Reynolds,2020/10/17 00:00:00,Storytime Events,30
1500,Reynolds,2020/11/17 00:00:00,Storytime Events,30
1501,Reynolds,2020/12/17 00:00:00,Storytime Events,25
1502,Meadows,2020/02/17 00:00:00,PC Sessions,1485
1503,Meadows,2020/03/17 00:00:00,PC Sessions,1793
1504,Meadows,2020/04/17 00:00:00,PC Sessions,1848
1505,Meadows,2020/05/17 00:00:00,PC Sessions,1752
1506,Meadows,2020/06/17 00:00:00,PC Sessions,1743
1507,Meadows,2020/07/17 00:00:00,PC Sessions,1753
1508,Meadows,2020/08/17 00:00:00,PC Sessions,1778
1509,Meadows,2020/09/17 00:00:00,PC Sessions,1753
1510,Meadows,2020/10/17 00:00:00,PC Sessions,1758
1511,Meadows,2020/11/17 00:00:00,PC Sessions,1758
1512,Meadows,2020/12/17 00:00:00,PC Sessions,1758
1513,Reynolds,2020/01/17 00:00:00,PC Sessions,1688
1514,Reynolds,2020/02/17 00:00:00,PC Sessions,1652
1515,Reynolds,2020/03/17 00:00:00,PC Sessions,1874
1516,Reynolds,2020/04/17 00:00:00,PC Sessions,1921
1517,Reynolds,2020/05/17 00:00:00,PC Sessions,1737
1518,Reynolds,2020/06/17 00:00:00,PC Sessions,1644
1519,Reynolds,2020/07/17 00:00:00,PC Sessions,1624
1520,Reynolds,2020/08/17 00:00:00,PC Sessions,1702
1521,Reynolds,2020/09/17 00:00:00,PC Sessions,1536
1522,Reynolds,2020/10/17 00:00:00,PC Sessions,1486
1523,Reynolds,2020/11/17 00:00:00,PC Sessions,1340
1524,Reynolds,2020/12/17 00:00:00,PC Sessions,1473
1525,NoBo,2020/01/17 00:00:00,PC Sessions,252
1526,NoBo,2020/02/17 00:00:00,PC Sessions,197
1527,NoBo,2020/03/17 00:00:00,PC Sessions,216
1528,NoBo,2020/04/17 00:00:00,PC Sessions,220
1529,NoBo,2020/05/17 00:00:00,PC Sessions,222
1530,NoBo,2020/06/17 00:00:00,PC Sessions,232
1531,NoBo,2020/07/17 00:00:00,PC Sessions,213
1532,NoBo,2020/08/17 00:00:00,PC Sessions,252
1533,NoBo,2020/09/17 00:00:00,PC Sessions,246
1534,NoBo,2020/10/17 00:00:00,PC Sessions,191
1535,NoBo,2020/11/17 00:00:00,PC Sessions,229
1536,NoBo,2020/12/17 00:00:00,PC Sessions,229
1537,System,2020/01/17 00:00:00,WiFi Sessions,30791
1538,System,2020/02/17 00:00:00,WiFi Sessions,30791
1539,System,2020/03/17 00:00:00,WiFi Sessions,30791
1540,System,2020/04/17 00:00:00,WiFi Sessions,29164
1541,System,2020/05/17 00:00:00,WiFi Sessions,28398
1542,System,2020/06/17 00:00:00,WiFi Sessions,31333
1543,System,2020/07/17 00:00:00,WiFi Sessions,34278
1544,System,2020/08/17 00:00:00,WiFi Sessions,31339
1545,System,2020/09/17 00:00:00,WiFi Sessions,31751
1546,System,2020/10/17 00:00:00,WiFi Sessions,31599
1547,System,2020/11/17 00:00:00,WiFi Sessions,31088
1548,System,2020/12/17 00:00:00,WiFi Sessions,29884
1549,Main,2020/01/17 00:00:00,BLDG 61 events,25
1550,Main,2020/02/17 00:00:00,BLDG 61 events,35
1551,Reynolds,2020/03/17 00:00:00,Storytime Attendance,420
1552,Reynolds,2020/04/17 00:00:00,Storytime Attendance,335
1553,Reynolds,2020/05/17 00:00:00,Storytime Attendance,345
1554,Reynolds,2020/06/17 00:00:00,Storytime Attendance,453
1555,Reynolds,2020/07/17 00:00:00,Storytime Attendance,325
1556,Reynolds,2020/08/17 00:00:00,Storytime Attendance,416
1557,Reynolds,2020/09/17 00:00:00,Storytime Attendance,320
1558,Reynolds,2020/10/17 00:00:00,Storytime Attendance,260
1559,Reynolds,2020/11/17 00:00:00,Storytime Attendance,281
1560,Reynolds,2020/12/17 00:00:00,Storytime Attendance,157
1561,NoBo,2020/01/17 00:00:00,Storytime Attendance,201
1562,NoBo,2020/02/17 00:00:00,Storytime Attendance,206
1563,NoBo,2020/03/17 00:00:00,Storytime Attendance,242
1564,NoBo,2020/04/17 00:00:00,Storytime Attendance,196
1565,NoBo,2020/05/17 00:00:00,Storytime Attendance,172
1566,NoBo,2020/06/17 00:00:00,Storytime Attendance,150
1567,NoBo,2020/07/17 00:00:00,Storytime Attendance,151
1568,NoBo,2020/08/17 00:00:00,Storytime Attendance,113
1569,NoBo,2020/09/17 00:00:00,Storytime Attendance,156
1570,NoBo,2020/10/17 00:00:00,Storytime Attendance,168
1571,NoBo,2020/11/17 00:00:00,Storytime Attendance,178
1572,NoBo,2020/12/17 00:00:00,Storytime Attendance,156
1573,Carnegie,2020/01/17 00:00:00,Storytime Attendance,0
1574,Carnegie,2020/02/17 00:00:00,Storytime Attendance,0
1575,Carnegie,2020/03/17 00:00:00,Storytime Attendance,0
1576,Carnegie,2020/04/17 00:00:00,Storytime Attendance,0
1577,Carnegie,2020/05/17 00:00:00,Storytime Attendance,0
1578,Carnegie,2020/06/17 00:00:00,Storytime Attendance,0
1579,Carnegie,2020/07/17 00:00:00,Storytime Attendance,0
1580,Carnegie,2020/08/17 00:00:00,Storytime Attendance,0
1581,Carnegie,2020/09/17 00:00:00,Storytime Attendance,0
1582,Carnegie,2020/10/17 00:00:00,Storytime Attendance,0
1583,Carnegie,2020/11/17 00:00:00,Storytime Attendance,0
1584,Carnegie,2020/12/17 00:00:00,Storytime Attendance,0
1585,Main,2020/01/17 00:00:00,Programs Offered-Children,15
1586,Main,2020/02/17 00:00:00,Programs Offered-Children,26
1587,Main,2020/03/17 00:00:00,Programs Offered-Children,24
1588,Main,2020/04/17 00:00:00,Programs Offered-Children,31
1589,Main,2020/05/17 00:00:00,Programs Offered-Children,13
1590,Main,2020/06/17 00:00:00,Programs Offered-Children,19
1591,Main,2020/07/17 00:00:00,Programs Offered-Children,24
1592,Main,2020/08/17 00:00:00,Programs Offered-Children,10
1593,Main,2020/09/17 00:00:00,Programs Offered-Children,32
1594,Main,2020/10/17 00:00:00,Programs Offered-Children,33
1595,Main,2020/11/17 00:00:00,Programs Offered-Children,32
1596,Main,2020/12/17 00:00:00,Programs Offered-Children,40
1597,Meadows,2020/01/17 00:00:00,Programs Offered-Children,10
1598,Meadows,2020/02/17 00:00:00,Programs Offered-Children,12
1599,Meadows,2020/03/17 00:00:00,Programs Offered-Children,10
1600,Meadows,2020/04/17 00:00:00,Programs Offered-Children,9
1601,NoBo,2020/01/17 00:00:00,Programs Attendance-Teen,0
1602,NoBo,2020/11/17 00:00:00,Programs Offered-Teen,2
1603,NoBo,2020/02/17 00:00:00,Programs Attendance-Teen,0
1604,Meadows,2020/05/17 00:00:00,Programs Offered-Children,9
1605,NoBo,2020/12/17 00:00:00,Programs Offered-Teen,2
1606,NoBo,2020/03/17 00:00:00,Programs Attendance-Teen,4
1607,System,2019/01/01 00:00:00,Prospector Borrows,2465
1608,Meadows,2020/06/17 00:00:00,Programs Offered-Children,13
1609,Carnegie,2020/01/17 00:00:00,Programs Offered-Teen,0
1610,BPL,2020/03/17 00:00:00,Outreach: Exposure,0
1611,NoBo,2020/04/17 00:00:00,Programs Attendance-Teen,6
1612,System,2019/02/01 00:00:00,Prospector Borrows,1836
1613,Meadows,2020/07/17 00:00:00,Programs Offered-Children,11
1614,Carnegie,2020/02/17 00:00:00,Programs Offered-Teen,0
1615,BPL,2020/04/17 00:00:00,Outreach: Exposure,1200
1616,NoBo,2020/05/17 00:00:00,Programs Attendance-Teen,5
1617,System,2019/03/01 00:00:00,Prospector Borrows,2005
1618,Meadows,2020/08/17 00:00:00,Programs Offered-Children,7
1619,Carnegie,2020/03/17 00:00:00,Programs Offered-Teen,0
1620,BPL,2020/05/17 00:00:00,Outreach: Exposure,792
1621,NoBo,2020/06/17 00:00:00,Programs Attendance-Teen,15
1622,System,2019/01/01 00:00:00,FLC Loans outgoing,7613
1623,Meadows,2020/09/17 00:00:00,Programs Offered-Children,9
1624,Carnegie,2020/04/17 00:00:00,Programs Offered-Teen,0
1625,BPL,2020/06/17 00:00:00,Outreach: Exposure,7950
1626,NoBo,2020/07/17 00:00:00,Programs Attendance-Teen,13
1627,System,2019/02/01 00:00:00,FLC Loans outgoing,6771
1628,Meadows,2020/10/17 00:00:00,Programs Offered-Children,7
1629,Carnegie,2020/05/17 00:00:00,Programs Offered-Teen,0
1630,BPL,2020/07/17 00:00:00,Outreach: Exposure,117000
1631,NoBo,2020/08/17 00:00:00,Programs Attendance-Teen,0
1632,System,2019/03/01 00:00:00,FLC Loans outgoing,7257
1633,Meadows,2020/11/17 00:00:00,Programs Offered-Children,9
1634,Carnegie,2020/06/17 00:00:00,Programs Offered-Teen,0
1635,BPL,2020/08/17 00:00:00,Outreach: Exposure,0
1636,NoBo,2020/09/17 00:00:00,Programs Attendance-Teen,11
1637,System,2019/01/01 00:00:00,FLC Borrows incoming,9637
1638,Meadows,2019/02/01 00:00:00,Circulation (Collections),19338
1639,Main,2020/07/17 00:00:00,Programs Attendance-Children,669
1640,Meadows,2020/12/17 00:00:00,Programs Offered-Children,10
1641,Reynolds,2020/01/17 00:00:00,Programs Offered-Children,2
1642,Reynolds,2020/02/17 00:00:00,Programs Offered-Children,9
1643,Reynolds,2020/03/17 00:00:00,Programs Offered-Children,6
1644,Reynolds,2020/04/17 00:00:00,Programs Offered-Children,5
1645,Reynolds,2020/05/17 00:00:00,Programs Offered-Children,2
1646,Reynolds,2020/06/17 00:00:00,Programs Offered-Children,4
1647,Reynolds,2020/07/17 00:00:00,Programs Offered-Children,3
1648,Reynolds,2020/08/17 00:00:00,Programs Offered-Children,1
1649,Reynolds,2020/09/17 00:00:00,Programs Offered-Children,8
1650,Reynolds,2020/10/17 00:00:00,Programs Offered-Children,10
1651,Reynolds,2020/11/17 00:00:00,Programs Offered-Children,4
1652,Reynolds,2020/12/17 00:00:00,Programs Offered-Children,3
1653,NoBo,2020/01/17 00:00:00,Programs Offered-Children,0
1654,NoBo,2020/02/17 00:00:00,Programs Offered-Children,0
1655,NoBo,2020/03/17 00:00:00,Programs Offered-Children,4
1656,NoBo,2020/04/17 00:00:00,Programs Offered-Children,5
1657,NoBo,2020/05/17 00:00:00,Programs Offered-Children,5
1658,NoBo,2020/06/17 00:00:00,Programs Offered-Children,5
1659,NoBo,2020/07/17 00:00:00,Programs Offered-Children,8
1660,NoBo,2020/08/17 00:00:00,Programs Offered-Children,4
1661,NoBo,2020/09/17 00:00:00,Programs Offered-Children,3
1662,NoBo,2020/10/17 00:00:00,Programs Offered-Children,5
1663,NoBo,2020/11/17 00:00:00,Programs Offered-Children,4
1664,NoBo,2020/12/17 00:00:00,Programs Offered-Children,5
1665,Carnegie,2020/01/17 00:00:00,Programs Offered-Children,0
1666,Carnegie,2020/02/17 00:00:00,Programs Offered-Children,0
1667,Carnegie,2020/03/17 00:00:00,Programs Offered-Children,0
1668,Carnegie,2020/04/17 00:00:00,Programs Offered-Children,0
1669,Carnegie,2020/05/17 00:00:00,Programs Offered-Children,0
1670,Carnegie,2020/06/17 00:00:00,Programs Offered-Children,0
1671,Carnegie,2020/07/17 00:00:00,Programs Offered-Children,0
1672,Carnegie,2020/08/17 00:00:00,Programs Offered-Children,0
1673,Carnegie,2020/09/17 00:00:00,Programs Offered-Children,0
1674,Carnegie,2020/10/17 00:00:00,Programs Offered-Children,1
1675,Carnegie,2020/11/17 00:00:00,Programs Offered-Children,0
1676,Carnegie,2020/12/17 00:00:00,Programs Offered-Children,1
1677,Main,2020/01/17 00:00:00,Programs Attendance-Children,586
1678,Main,2020/02/17 00:00:00,Programs Attendance-Children,863
1679,Main,2020/03/17 00:00:00,Programs Attendance-Children,536
1680,Main,2020/04/17 00:00:00,Programs Attendance-Children,727
1681,Main,2020/05/17 00:00:00,Programs Attendance-Children,438
1682,Main,2020/06/17 00:00:00,Programs Attendance-Children,874
1683,Meadows,2019/03/01 00:00:00,Circulation (Collections),21587
1684,NoBo,2020/10/17 00:00:00,Programs Attendance-Teen,13
1685,System,2019/02/01 00:00:00,FLC Borrows incoming,8737
1686,Carnegie,2020/07/17 00:00:00,Programs Offered-Teen,0
1687,Reynolds,2019/01/01 00:00:00,Circulation (Collections),17065
1688,Main,2020/08/17 00:00:00,Programs Attendance-Children,179
1689,NoBo,2020/11/17 00:00:00,Programs Attendance-Teen,5
1690,System,2019/03/01 00:00:00,FLC Borrows incoming,10123
1691,Carnegie,2020/08/17 00:00:00,Programs Offered-Teen,0
1692,Reynolds,2019/02/01 00:00:00,Circulation (Collections),19024
1693,Main,2020/09/17 00:00:00,Programs Attendance-Children,1167
1694,NoBo,2020/12/17 00:00:00,Programs Attendance-Teen,4
1695,BPL,2020/09/17 00:00:00,Outreach: Exposure,375
1696,Main,2019/01/01 00:00:00,PC Sessions,6227
1697,Carnegie,2020/09/17 00:00:00,Programs Offered-Teen,0
1698,Reynolds,2019/03/01 00:00:00,Circulation (Collections),21234
1699,Main,2020/10/17 00:00:00,Programs Attendance-Children,2250
1700,Carnegie,2020/01/17 00:00:00,Programs Attendance-Teen,0
1701,BPL,2020/10/17 00:00:00,Outreach: Exposure,5000
1702,Main,2019/02/01 00:00:00,PC Sessions,5720
1703,Carnegie,2020/10/17 00:00:00,Programs Offered-Teen,0
1704,NoBo,2019/01/01 00:00:00,Circulation (Collections),2943
1705,Main,2020/11/17 00:00:00,Programs Attendance-Children,1412
1706,Carnegie,2020/02/17 00:00:00,Programs Attendance-Teen,0
1707,BPL,2020/11/17 00:00:00,Outreach: Exposure,0
1708,Main,2019/03/01 00:00:00,PC Sessions,6571
1709,Carnegie,2020/11/17 00:00:00,Programs Offered-Teen,0
1710,NoBo,2019/02/01 00:00:00,Circulation (Collections),3698
1711,Main,2020/12/17 00:00:00,Programs Attendance-Children,1851
1712,Carnegie,2020/03/17 00:00:00,Programs Attendance-Teen,0
1713,BPL,2020/12/17 00:00:00,Outreach: Exposure,2000
1714,Meadows,2019/01/01 00:00:00,PC Sessions,1563
1715,Meadows,2019/02/01 00:00:00,PC Sessions,1287
1716,Meadows,2019/03/01 00:00:00,PC Sessions,1525
1717,Reynolds,2019/01/01 00:00:00,PC Sessions,1166
1718,Reynolds,2019/02/01 00:00:00,PC Sessions,1244
1719,Reynolds,2019/03/01 00:00:00,PC Sessions,1200
1720,NoBo,2019/01/01 00:00:00,PC Sessions,230
1721,NoBo,2019/02/01 00:00:00,PC Sessions,217
1722,NoBo,2019/03/01 00:00:00,PC Sessions,250
1723,System,2019/01/01 00:00:00,WiFi Sessions,33411
1724,System,2019/02/01 00:00:00,WiFi Sessions,35117
1725,System,2019/03/01 00:00:00,WiFi Sessions,30551
1726,BLDG 61,2019/01/01 00:00:00,Programs Offered-Adult,87
1727,BLDG 61,2019/02/01 00:00:00,Programs Offered-Adult,82
1728,BLDG 61,2019/03/01 00:00:00,Programs Offered-Adult,84
1729,BLDG 61,2019/01/01 00:00:00,Programs Attendance-Adult,830
1730,BLDG 61,2019/02/01 00:00:00,Programs Attendance-Adult,1380
1731,BLDG 61,2019/03/01 00:00:00,Programs Attendance-Adult,753
1732,BLDG 61,2019/01/01 00:00:00,Programs Offered-Children,5
1733,BLDG 61,2019/02/01 00:00:00,Programs Offered-Children,3
1734,BLDG 61,2019/03/01 00:00:00,Programs Offered-Children,5
1735,BLDG 61,2019/01/01 00:00:00,Programs Attendance-Children,280
1736,BLDG 61,2019/02/01 00:00:00,Programs Attendance-Children,112
1737,BLDG 61,2019/03/01 00:00:00,Programs Attendance-Children,276
1738,BLDG 61,2019/01/01 00:00:00,Programs Offered-Teen,3
1739,BLDG 61,2019/02/01 00:00:00,Programs Offered-Teen,3
1740,BLDG 61,2019/03/01 00:00:00,Programs Offered-Teen,3
1741,BLDG 61,2019/01/01 00:00:00,Programs Attendance-Teen,154
1742,BLDG 61,2019/02/01 00:00:00,Programs Attendance-Teen,155
1743,BLDG 61,2019/03/01 00:00:00,Programs Attendance-Teen,129
1744,Main,2019/01/01 00:00:00,Programs Offered-Adult,65
1745,Main,2019/02/01 00:00:00,Programs Offered-Adult,68
1746,Main,2019/03/01 00:00:00,Programs Offered-Adult,66
1747,Meadows,2019/01/01 00:00:00,Programs Offered-Adult,7
1748,Meadows,2019/02/01 00:00:00,Programs Offered-Adult,7
1749,Meadows,2019/03/01 00:00:00,Programs Offered-Adult,6
