DateTime,Holiday,HolidayFlag,DayOfWeek,WeekOfYear,Day,Month,Year,PeriodOfDay,ORKTemperature,ORKWindspeed,CO2Intensity,ActualWindProduction,SystemLoadEP2,SMPEP2
21/05/2013 01:30,None,0,1,21,21,5,2013,3,10.00,48.20,387.98,509.00,2654.28,40.18
21/05/2013 02:00,None,0,1,21,21,5,2013,4,10.00,37.00,394.22,498.00,2622.66,40.18
21/05/2013 02:30,None,0,1,21,21,5,2013,5,9.00,25.90,395.85,508.00,2563.34,36.17
21/05/2013 03:00,None,0,1,21,21,5,2013,6,9.00,35.20,391.60,496.00,2508.70,36.17
21/05/2013 03:30,None,0,1,21,21,5,2013,7,9.00,38.90,397.55,476.00,2493.93,36.17
21/05/2013 04:00,None,0,1,21,21,5,2013,8,9.00,31.50,395.39,385.00,2500.22,36.17
21/05/2013 04:30,None,0,1,21,21,5,2013,9,9.00,29.60,411.99,405.00,2491.14,36.17
21/05/2013 05:00,None,0,1,21,21,5,2013,10,9.00,40.70,395.56,417.00,2504.44,36.17
21/05/2013 05:30,None,0,1,21,21,5,2013,11,9.00,40.70,393.41,371.00,2516.05,36.17
21/05/2013 06:00,None,0,1,21,21,5,2013,12,9.00,38.90,393.37,565.00,2679.96,36.90
21/05/2013 06:30,None,0,1,21,21,5,2013,13,9.00,35.20,410.53,576.00,2971.14,45.50
21/05/2013 07:00,None,0,1,21,21,5,2013,14,9.00,25.90,432.75,575.00,3402.74,57.09
21/05/2013 07:30,None,0,1,21,21,5,2013,15,9.00,29.60,390.82,572.00,3778.41,62.41
21/05/2013 08:00,None,0,1,21,21,5,2013,16,9.00,29.60,420.61,510.00,4107.23,62.41
21/05/2013 08:30,None,0,1,21,21,5,2013,17,9.00,31.50,391.13,474.00,4246.44,62.41
21/05/2013 09:00,None,0,1,21,21,5,2013,18,10.00,25.90,393.47,445.00,4321.56,63.90
21/05/2013 09:30,None,0,1,21,21,5,2013,19,11.00,29.60,394.54,444.00,4362.38,65.24
21/05/2013 10:00,None,0,1,21,21,5,2013,20,11.00,27.80,394.32,431.00,4370.11,67.50
21/05/2013 10:30,None,0,1,21,21,5,2013,21,11.00,25.90,402.49,397.00,4383.05,69.66
21/05/2013 11:00,None,0,1,21,21,5,2013,22,12.00,27.80,400.63,412.00,4381.70,70.16
21/05/2013 11:30,None,0,1,21,21,5,2013,23,13.00,25.90,403.93,389.00,4368.27,70.40
21/05/2013 12:00,None,0,1,21,21,5,2013,24,13.00,27.80,397.32,422.00,4388.22,69.53
21/05/2013 12:30,None,0,1,21,21,5,2013,25,14.00,25.90,392.41,463.00,4397.43,69.39
21/05/2013 13:00,None,0,1,21,21,5,2013,26,14.00,25.90,404.10,411.00,4322.81,65.95
21/05/2013 13:30,None,0,1,21,21,5,2013,27,15.00,25.90,390.85,434.00,4253.27,62.80
21/05/2013 14:00,None,0,1,21,21,5,2013,28,15.00,27.80,394.64,438.00,4246.59,62.41
21/05/2013 14:30,None,0,1,21,21,5,2013,29,15.00,25.90,392.97,473.00,4226.09,62.41
21/05/2013 15:00,None,0,1,21,21,5,2013,30,15.00,31.50,388.66,500.00,4235.76,62.41
21/05/2013 15:30,None,0,1,21,21,5,2013,31,16.00,31.50,387.40,511.00,4270.90,62.41
21/05/2013 16:00,None,0,1,21,21,5,2013,32,16.00,35.20,401.29,448.00,4348.77,68.72
21/05/2013 16:30,None,0,1,21,21,5,2013,33,16.00,29.60,411.64,382.00,4453.05,72.56
21/05/2013 17:00,None,0,1,21,21,5,2013,34,16.00,33.30,417.27,361.00,4513.92,73.25
21/05/2013 17:30,None,0,1,21,21,5,2013,35,15.00,27.80,418.44,375.00,4507.19,92.53
21/05/2013 18:00,None,0,1,21,21,5,2013,36,14.00,27.80,419.81,346.00,4405.12,70.23
21/05/2013 18:30,None,0,1,21,21,5,2013,37,14.00,27.80,421.71,319.00,4285.09,64.21
21/05/2013 19:00,None,0,1,21,21,5,2013,38,14.00,29.60,418.26,350.00,4153.25,66.45
21/05/2013 19:30,None,0,1,21,21,5,2013,39,14.00,27.80,414.46,362.00,4066.34,72.88
21/05/2013 20:00,None,0,1,21,21,5,2013,40,13.00,24.10,413.94,362.00,4008.89,68.15
21/05/2013 20:30,None,0,1,21,21,5,2013,41,12.00,20.40,408.37,395.00,3976.96,62.90
21/05/2013 21:00,None,0,1,21,21,5,2013,42,12.00,20.40,390.47,444.00,3970.91,62.51
21/05/2013 21:30,None,0,1,21,21,5,2013,43,12.00,24.10,376.62,463.00,4021.23,62.90
21/05/2013 22:00,None,0,1,21,21,5,2013,44,11.00,29.60,363.35,553.00,3958.33,62.51
21/05/2013 22:30,None,0,1,21,21,5,2013,45,11.00,38.90,347.34,567.00,3714.62,62.44
21/05/2013 23:00,None,0,1,21,21,5,2013,46,10.00,37.00,336.99,545.00,3475.27,59.92
21/05/2013 23:30,None,0,1,21,21,5,2013,47,10.00,42.60,347.41,534.00,3211.98,44.58
22/05/2013 00:00,None,0,2,21,22,5,2013,0,10.00,37.00,370.84,500.00,3087.03,41.20
22/05/2013 00:30,None,0,2,21,22,5,2013,1,10.00,37.00,366.01,564.00,2909.69,41.20
22/05/2013 01:00,None,0,2,21,22,5,2013,2,9.00,37.00,387.98,586.00,2761.84,41.20
22/05/2013 01:30,None,0,2,21,22,5,2013,3,9.00,31.50,398.66,589.00,2669.02,41.20
22/05/2013 02:00,None,0,2,21,22,5,2013,4,9.00,29.60,404.23,586.00,2616.51,40.91
22/05/2013 02:30,None,0,2,21,22,5,2013,5,9.00,33.30,409.38,580.00,2594.37,40.91
22/05/2013 03:00,None,0,2,21,22,5,2013,6,9.00,29.60,411.50,563.00,2543.58,40.91
22/05/2013 03:30,None,0,2,21,22,5,2013,7,9.00,24.10,411.91,566.00,2528.12,40.91
22/05/2013 04:00,None,0,2,21,22,5,2013,8,9.00,25.90,436.57,538.00,2534.38,40.91
22/05/2013 04:30,None,0,2,21,22,5,2013,9,9.00,24.10,424.47,597.00,2542.80,40.91
22/05/2013 05:00,None,0,2,21,22,5,2013,10,9.00,24.10,387.62,595.00,2515.06,36.90
22/05/2013 05:30,None,0,2,21,22,5,2013,11,9.00,20.40,392.94,585.00,2560.12,40.80
22/05/2013 06:00,None,0,2,21,22,5,2013,12,9.00,22.20,448.28,555.00,2739.24,58.76
22/05/2013 06:30,None,0,2,21,22,5,2013,13,9.00,25.90,460.65,564.00,3018.27,58.76
22/05/2013 07:00,None,0,2,21,22,5,2013,14,9.00,24.10,477.36,564.00,3467.18,59.00
22/05/2013 07:30,None,0,2,21,22,5,2013,15,9.00,25.90,473.10,557.00,3847.44,65.54
22/05/2013 08:00,None,0,2,21,22,5,2013,16,10.00,22.20,435.13,659.00,4118.86,65.65
22/05/2013 08:30,None,0,2,21,22,5,2013,17,10.00,35.20,417.50,652.00,4219.46,67.00
22/05/2013 09:00,None,0,2,21,22,5,2013,18,10.00,31.50,410.26,732.00,4284.47,70.32
22/05/2013 09:30,None,0,2,21,22,5,2013,19,11.00,35.20,387.97,773.00,4332.60,71.98
22/05/2013 10:00,None,0,2,21,22,5,2013,20,11.00,31.50,393.45,724.00,4323.10,71.98
22/05/2013 10:30,None,0,2,21,22,5,2013,21,11.00,31.50,394.67,707.00,4349.30,71.98
22/05/2013 11:00,None,0,2,21,22,5,2013,22,12.00,29.60,386.50,735.00,4329.12,71.98
22/05/2013 11:30,None,0,2,21,22,5,2013,23,11.00,29.60,388.43,720.00,4351.96,71.98
22/05/2013 12:00,None,0,2,21,22,5,2013,24,12.00,31.50,390.17,690.00,4377.49,71.98
22/05/2013 12:30,None,0,2,21,22,5,2013,25,13.00,25.90,391.48,683.00,4360.23,71.98
22/05/2013 13:00,None,0,2,21,22,5,2013,26,13.00,33.30,387.78,684.00,4287.81,66.95
22/05/2013 13:30,None,0,2,21,22,5,2013,27,14.00,33.30,367.79,729.00,4199.45,71.98
22/05/2013 14:00,None,0,2,21,22,5,2013,28,14.00,33.30,362.86,739.00,4184.08,70.29
22/05/2013 14:30,None,0,2,21,22,5,2013,29,14.00,31.50,371.14,794.00,4151.67,65.89
22/05/2013 15:00,None,0,2,21,22,5,2013,30,14.00,33.30,351.73,833.00,4141.86,65.08
22/05/2013 15:30,None,0,2,21,22,5,2013,31,14.00,31.50,347.79,820.00,4177.99,64.26
22/05/2013 16:00,None,0,2,21,22,5,2013,32,14.00,27.80,346.16,847.00,4233.07,69.29
22/05/2013 16:30,None,0,2,21,22,5,2013,33,14.00,33.30,370.66,852.00,4317.39,71.98
22/05/2013 17:00,None,0,2,21,22,5,2013,34,14.00,31.50,371.20,905.00,4364.48,71.98
22/05/2013 17:30,None,0,2,21,22,5,2013,35,14.00,35.20,361.48,880.00,4361.19,71.98
22/05/2013 18:00,None,0,2,21,22,5,2013,36,13.00,33.30,346.67,932.00,4257.60,61.91
22/05/2013 18:30,None,0,2,21,22,5,2013,37,13.00,29.60,320.04,920.00,4130.77,58.76
22/05/2013 19:00,None,0,2,21,22,5,2013,38,12.00,35.20,321.65,882.00,4000.06,58.76
22/05/2013 19:30,None,0,2,21,22,5,2013,39,12.00,31.50,324.26,856.00,3891.25,58.76
22/05/2013 20:00,None,0,2,21,22,5,2013,40,11.00,27.80,326.07,841.00,3850.54,58.76
22/05/2013 20:30,None,0,2,21,22,5,2013,41,11.00,22.20,362.36,729.00,3853.02,58.76
22/05/2013 21:00,None,0,2,21,22,5,2013,42,10.00,22.20,380.38,665.00,3845.17,59.33
22/05/2013 21:30,None,0,2,21,22,5,2013,43,9.00,22.20,383.39,706.00,3890.96,60.84
22/05/2013 22:00,None,0,2,21,22,5,2013,44,9.00,22.20,381.73,640.00,3887.99,61.93
22/05/2013 22:30,None,0,2,21,22,5,2013,45,9.00,20.40,378.16,644.00,3685.92,58.76
22/05/2013 23:00,None,0,2,21,22,5,2013,46,8.00,24.10,356.85,654.00,3461.49,43.25
22/05/2013 23:30,None,0,2,21,22,5,2013,47,8.00,29.60,360.62,708.00,3209.14,41.13
23/05/2013 00:00,None,0,3,21,23,5,2013,0,8.00,33.30,350.58,678.00,3056.50,40.84
23/05/2013 00:30,None,0,3,21,23,5,2013,1,8.00,31.50,344.76,768.00,2864.80,40.84
23/05/2013 01:00,None,0,3,21,23,5,2013,2,8.00,29.60,378.49,719.00,2785.89,40.84
23/05/2013 01:30,None,0,3,21,23,5,2013,3,7.00,27.80,353.72,726.00,2674.20,40.84
23/05/2013 02:00,None,0,3,21,23,5,2013,4,7.00,25.90,382.75,746.00,2630.55,37.05
23/05/2013 02:30,None,0,3,21,23,5,2013,5,7.00,16.70,394.06,722.00,2573.92,37.05
23/05/2013 03:00,None,0,3,21,23,5,2013,6,7.00,18.50,392.40,728.00,2569.49,37.05
23/05/2013 03:30,None,0,3,21,23,5,2013,7,7.00,25.90,411.52,673.00,2542.44,37.05
23/05/2013 04:00,None,0,3,21,23,5,2013,8,7.00,24.10,395.78,685.00,2540.49,37.05
23/05/2013 04:30,None,0,3,21,23,5,2013,9,7.00,20.40,392.71,694.00,2547.63,37.05
23/05/2013 05:00,None,0,3,21,23,5,2013,10,7.00,20.40,405.71,625.00,2520.81,37.05
23/05/2013 05:30,None,0,3,21,23,5,2013,11,6.00,18.50,392.35,545.00,2569.75,37.05
23/05/2013 06:00,None,0,3,21,23,5,2013,12,6.00,16.70,413.05,625.00,2643.11,57.05
23/05/2013 06:30,None,0,3,21,23,5,2013,13,6.00,14.80,393.11,681.00,2903.61,56.16
23/05/2013 07:00,None,0,3,21,23,5,2013,14,6.00,13.00,382.02,706.00,3324.12,67.77
23/05/2013 07:30,None,0,3,21,23,5,2013,15,7.00,16.70,410.55,716.00,3665.35,97.57
23/05/2013 08:00,None,0,3,21,23,5,2013,16,8.00,20.40,392.54,810.00,3964.40,96.11
23/05/2013 08:30,None,0,3,21,23,5,2013,17,8.00,20.40,368.32,907.00,4052.35,87.17
23/05/2013 09:00,None,0,3,21,23,5,2013,18,8.00,24.10,344.85,988.00,4107.85,67.77
23/05/2013 09:30,None,0,3,21,23,5,2013,19,9.00,29.60,337.95,1022.00,4133.01,67.77
23/05/2013 10:00,None,0,3,21,23,5,2013,20,9.00,37.00,326.95,1056.00,4096.81,67.77
23/05/2013 10:30,None,0,3,21,23,5,2013,21,10.00,33.30,339.74,1084.00,4096.01,62.29
23/05/2013 11:00,None,0,3,21,23,5,2013,22,10.00,29.60,334.04,1126.00,4136.46,62.29
23/05/2013 11:30,None,0,3,21,23,5,2013,23,11.00,33.30,326.23,1124.00,4143.23,67.77
23/05/2013 12:00,None,0,3,21,23,5,2013,24,11.00,35.20,325.26,1151.00,4155.27,67.77
23/05/2013 12:30,None,0,3,21,23,5,2013,25,12.00,35.20,324.46,1102.00,4165.46,67.77
23/05/2013 13:00,None,0,3,21,23,5,2013,26,12.00,33.30,315.00,1134.00,4096.57,62.29
23/05/2013 13:30,None,0,3,21,23,5,2013,27,13.00,35.20,297.28,1162.00,4020.00,62.29
23/05/2013 14:00,None,0,3,21,23,5,2013,28,13.00,40.70,292.68,1180.00,4077.76,62.29
23/05/2013 14:30,None,0,3,21,23,5,2013,29,12.00,38.90,291.24,1161.00,4060.90,62.29
23/05/2013 15:00,None,0,3,21,23,5,2013,30,13.00,38.90,297.60,1143.00,4089.97,62.29
23/05/2013 15:30,None,0,3,21,23,5,2013,31,13.00,37.00,290.79,1133.00,4114.38,62.29
23/05/2013 16:00,None,0,3,21,23,5,2013,32,13.00,33.30,286.24,1173.00,4164.41,62.29
23/05/2013 16:30,None,0,3,21,23,5,2013,33,13.00,35.20,289.21,1177.00,4240.96,62.29
23/05/2013 17:00,None,0,3,21,23,5,2013,34,12.00,35.20,291.04,1205.00,4288.94,67.77
23/05/2013 17:30,None,0,3,21,23,5,2013,35,12.00,37.00,300.15,1164.00,4270.69,67.77
23/05/2013 18:00,None,0,3,21,23,5,2013,36,12.00,35.20,288.42,1145.00,4184.63,62.29
23/05/2013 18:30,None,0,3,21,23,5,2013,37,12.00,35.20,273.00,1155.00,4108.92,62.29
23/05/2013 19:00,None,0,3,21,23,5,2013,38,11.00,35.20,269.86,1145.00,3979.72,60.42
23/05/2013 19:30,None,0,3,21,23,5,2013,39,11.00,31.50,281.72,1120.00,3877.05,60.42
23/05/2013 20:00,None,0,3,21,23,5,2013,40,10.00,35.20,294.99,1082.00,3792.87,60.42
23/05/2013 20:30,None,0,3,21,23,5,2013,41,10.00,27.80,296.48,1041.00,3797.06,60.42
23/05/2013 21:00,None,0,3,21,23,5,2013,42,9.00,29.60,304.61,980.00,3770.00,62.29
23/05/2013 21:30,None,0,3,21,23,5,2013,43,8.00,24.10,319.79,926.00,3804.30,63.82
23/05/2013 22:00,None,0,3,21,23,5,2013,44,8.00,22.20,361.67,891.00,3796.61,62.29
23/05/2013 22:30,None,0,3,21,23,5,2013,45,7.00,22.20,384.00,915.00,3612.90,60.42
23/05/2013 23:00,None,0,3,21,23,5,2013,46,7.00,20.40,417.47,864.00,3362.56,60.42
23/05/2013 23:30,None,0,3,21,23,5,2013,47,7.00,22.20,413.62,858.00,3155.03,60.13
24/05/2013 00:00,None,0,4,21,24,5,2013,0,6.00,18.50,391.99,784.00,3022.02,56.16
24/05/2013 00:30,None,0,4,21,24,5,2013,1,6.00,14.80,374.73,802.00,2883.94,60.13
24/05/2013 01:00,None,0,4,21,24,5,2013,2,6.00,18.50,393.91,829.00,2700.15,60.13
24/05/2013 01:30,None,0,4,21,24,5,2013,3,5.00,18.50,366.84,770.00,2583.11,56.16
24/05/2013 02:00,None,0,4,21,24,5,2013,4,5.00,14.80,366.05,807.00,2540.99,56.16
24/05/2013 02:30,None,0,4,21,24,5,2013,5,5.00,16.70,357.43,809.00,2451.15,56.16
24/05/2013 03:00,None,0,4,21,24,5,2013,6,5.00,20.40,352.08,836.00,2435.97,56.16
24/05/2013 03:30,None,0,4,21,24,5,2013,7,5.00,22.20,352.98,802.00,2420.84,56.16
24/05/2013 04:00,None,0,4,21,24,5,2013,8,5.00,22.20,365.56,847.00,2402.63,56.16
24/05/2013 04:30,None,0,4,21,24,5,2013,9,5.00,20.40,375.89,838.00,2393.74,56.16
24/05/2013 05:00,None,0,4,21,24,5,2013,10,5.00,20.40,362.82,855.00,2422.04,56.16
24/05/2013 05:30,None,0,4,21,24,5,2013,11,5.00,22.20,361.27,818.00,2470.75,56.16
24/05/2013 06:00,None,0,4,21,24,5,2013,12,6.00,22.20,401.98,825.00,2583.41,34.83
24/05/2013 06:30,None,0,4,21,24,5,2013,13,6.00,18.50,424.06,875.00,2807.01,32.95
24/05/2013 07:00,None,0,4,21,24,5,2013,14,6.00,18.50,421.37,860.00,3255.87,49.56
24/05/2013 07:30,None,0,4,21,24,5,2013,15,7.00,16.70,385.31,879.00,3576.40,50.58
24/05/2013 08:00,None,0,4,21,24,5,2013,16,7.00,25.90,385.09,946.00,3886.96,49.76
24/05/2013 08:30,None,0,4,21,24,5,2013,17,8.00,31.50,388.01,905.00,4018.67,49.76
24/05/2013 09:00,None,0,4,21,24,5,2013,18,8.00,35.20,399.79,921.00,4139.75,49.76
24/05/2013 09:30,None,0,4,21,24,5,2013,19,8.00,37.00,376.89,950.00,4135.64,49.56
24/05/2013 10:00,None,0,4,21,24,5,2013,20,9.00,40.70,379.98,938.00,4167.63,49.56
24/05/2013 10:30,None,0,4,21,24,5,2013,21,9.00,40.70,373.35,914.00,4206.97,49.76
24/05/2013 11:00,None,0,4,21,24,5,2013,22,10.00,42.60,382.60,845.00,4249.32,49.76
24/05/2013 11:30,None,0,4,21,24,5,2013,23,11.00,40.70,369.30,862.00,4228.90,49.76
24/05/2013 12:00,None,0,4,21,24,5,2013,24,11.00,44.40,359.74,839.00,4253.46,49.76
24/05/2013 12:30,None,0,4,21,24,5,2013,25,11.00,37.00,364.32,783.00,4269.83,49.76
24/05/2013 13:00,None,0,4,21,24,5,2013,26,11.00,40.70,358.57,734.00,4191.89,49.76
24/05/2013 13:30,None,0,4,21,24,5,2013,27,11.00,33.30,398.01,663.00,4114.20,49.76
24/05/2013 14:00,None,0,4,21,24,5,2013,28,12.00,37.00,390.76,604.00,4115.87,49.76
24/05/2013 14:30,None,0,4,21,24,5,2013,29,11.00,33.30,387.50,587.00,4102.67,49.76
24/05/2013 15:00,None,0,4,21,24,5,2013,30,11.00,25.90,388.74,551.00,4110.01,49.76
24/05/2013 15:30,None,0,4,21,24,5,2013,31,12.00,25.90,387.55,537.00,4095.32,50.15
24/05/2013 16:00,None,0,4,21,24,5,2013,32,13.00,25.90,400.70,495.00,4117.35,49.76
24/05/2013 16:30,None,0,4,21,24,5,2013,33,13.00,27.80,409.27,455.00,4175.17,108.29
24/05/2013 17:00,None,0,4,21,24,5,2013,34,13.00,27.80,411.33,420.00,4229.98,108.29
24/05/2013 17:30,None,0,4,21,24,5,2013,35,13.00,29.60,423.91,363.00,4258.21,108.93
24/05/2013 18:00,None,0,4,21,24,5,2013,36,13.00,27.80,419.47,334.00,4197.99,108.29
24/05/2013 18:30,None,0,4,21,24,5,2013,37,12.00,24.10,435.32,299.00,4139.62,108.29
24/05/2013 19:00,None,0,4,21,24,5,2013,38,12.00,27.80,433.01,245.00,4056.00,108.29
24/05/2013 19:30,None,0,4,21,24,5,2013,39,12.00,27.80,439.18,212.00,3975.23,108.29
24/05/2013 20:00,None,0,4,21,24,5,2013,40,12.00,22.20,445.88,152.00,3891.26,108.29
24/05/2013 20:30,None,0,4,21,24,5,2013,41,12.00,22.20,450.25,118.00,3834.64,108.20
24/05/2013 21:00,None,0,4,21,24,5,2013,42,11.00,14.80,462.32,89.00,3830.87,108.29
24/05/2013 21:30,None,0,4,21,24,5,2013,43,10.00,13.00,473.54,78.00,3876.41,108.29
24/05/2013 22:00,None,0,4,21,24,5,2013,44,10.00,11.10,465.12,71.00,3936.94,108.29
24/05/2013 22:30,None,0,4,21,24,5,2013,45,9.00,11.10,476.37,51.00,3804.57,151.55
24/05/2013 23:00,None,0,4,21,24,5,2013,46,9.00,13.00,522.99,45.00,3638.09,108.29
24/05/2013 23:30,None,0,4,21,24,5,2013,47,9.00,11.10,511.96,52.00,3436.39,108.09
25/05/2013 00:00,None,0,5,21,25,5,2013,0,9.00,13.00,536.23,42.00,3299.46,49.56
25/05/2013 00:30,None,0,5,21,25,5,2013,1,8.00,13.00,523.38,28.00,3156.85,49.28
25/05/2013 01:00,None,0,5,21,25,5,2013,2,8.00,13.00,537.29,28.00,3016.33,49.28
25/05/2013 01:30,None,0,5,21,25,5,2013,3,8.00,13.00,572.35,22.00,2890.67,49.28
25/05/2013 02:00,None,0,5,21,25,5,2013,4,8.00,11.10,591.37,24.00,2819.49,49.28
25/05/2013 02:30,None,0,5,21,25,5,2013,5,8.00,11.10,584.85,28.00,2733.56,49.28
25/05/2013 03:00,None,0,5,21,25,5,2013,6,8.00,9.30,610.26,31.00,2676.01,34.77
25/05/2013 03:30,None,0,5,21,25,5,2013,7,8.00,11.10,600.00,40.00,2624.76,34.77
25/05/2013 04:00,None,0,5,21,25,5,2013,8,8.00,9.30,605.08,55.00,2604.92,32.94
25/05/2013 04:30,None,0,5,21,25,5,2013,9,7.00,11.10,598.61,76.00,2574.68,32.94
25/05/2013 05:00,None,0,5,21,25,5,2013,10,7.00,9.30,598.56,92.00,2470.34,31.22
25/05/2013 05:30,None,0,5,21,25,5,2013,11,7.00,5.60,576.96,89.00,2374.88,31.22
25/05/2013 06:00,None,0,5,21,25,5,2013,12,7.00,3.70,594.76,94.00,2538.51,36.65
25/05/2013 06:30,None,0,5,21,25,5,2013,13,7.00,5.60,589.53,110.00,2635.46,36.65
25/05/2013 07:00,None,0,5,21,25,5,2013,14,8.00,1.90,567.33,126.00,2851.39,52.77
25/05/2013 07:30,None,0,5,21,25,5,2013,15,9.00,1.90,531.60,138.00,3060.52,52.91
25/05/2013 08:00,None,0,5,21,25,5,2013,16,9.00,7.40,526.39,142.00,3322.50,57.25
25/05/2013 08:30,None,0,5,21,25,5,2013,17,10.00,9.30,511.24,148.00,3527.18,79.32
25/05/2013 09:00,None,0,5,21,25,5,2013,18,10.00,7.40,497.42,151.00,3750.99,79.32
25/05/2013 09:30,None,0,5,21,25,5,2013,19,11.00,9.30,480.64,160.00,3841.85,79.32
25/05/2013 10:00,None,0,5,21,25,5,2013,20,11.00,7.40,464.28,193.00,3894.18,79.32
25/05/2013 10:30,None,0,5,21,25,5,2013,21,12.00,9.30,459.26,200.00,3905.30,79.32
25/05/2013 11:00,None,0,5,21,25,5,2013,22,13.00,9.30,465.67,164.00,3909.33,79.32
25/05/2013 11:30,None,0,5,21,25,5,2013,23,13.00,14.80,454.71,170.00,3911.02,61.17
25/05/2013 12:00,None,0,5,21,25,5,2013,24,12.00,14.80,454.76,165.00,3907.54,60.60
25/05/2013 12:30,None,0,5,21,25,5,2013,25,13.00,13.00,457.26,150.00,3889.23,60.59
25/05/2013 13:00,None,0,5,21,25,5,2013,26,14.00,18.50,452.31,172.00,3822.58,58.98
25/05/2013 13:30,None,0,5,21,25,5,2013,27,13.00,16.70,447.42,208.00,3731.48,56.08
25/05/2013 14:00,None,0,5,21,25,5,2013,28,13.00,20.40,443.07,219.00,3662.05,53.29
25/05/2013 14:30,None,0,5,21,25,5,2013,29,14.00,18.50,409.38,208.00,3613.09,52.91
25/05/2013 15:00,None,0,5,21,25,5,2013,30,14.00,20.40,414.14,182.00,3583.32,52.91
25/05/2013 15:30,None,0,5,21,25,5,2013,31,14.00,20.40,413.40,185.00,3559.76,52.91
25/05/2013 16:00,None,0,5,21,25,5,2013,32,13.00,22.20,411.08,209.00,3567.40,52.91
25/05/2013 16:30,None,0,5,21,25,5,2013,33,13.00,18.50,419.24,199.00,3634.49,54.37
25/05/2013 17:00,None,0,5,21,25,5,2013,34,12.00,18.50,420.35,190.00,3746.08,57.01
25/05/2013 17:30,None,0,5,21,25,5,2013,35,12.00,18.50,447.74,173.00,3828.93,60.33
25/05/2013 18:00,None,0,5,21,25,5,2013,36,11.00,16.70,443.69,162.00,3809.87,60.18
25/05/2013 18:30,None,0,5,21,25,5,2013,37,11.00,16.70,459.93,144.00,3794.44,60.18
25/05/2013 19:00,None,0,5,21,25,5,2013,38,11.00,14.80,473.17,135.00,3743.69,59.88
25/05/2013 19:30,None,0,5,21,25,5,2013,39,11.00,18.50,468.63,149.00,3633.10,57.55
25/05/2013 20:00,None,0,5,21,25,5,2013,40,11.00,16.70,483.53,127.00,3561.35,57.55
25/05/2013 20:30,None,0,5,21,25,5,2013,41,10.00,14.80,475.86,115.00,3528.80,57.55
25/05/2013 21:00,None,0,5,21,25,5,2013,42,10.00,13.00,480.12,100.00,3469.73,57.55
25/05/2013 21:30,None,0,5,21,25,5,2013,43,10.00,11.10,474.23,96.00,3522.30,57.55
25/05/2013 22:00,None,0,5,21,25,5,2013,44,9.00,9.30,465.26,98.00,3585.57,57.55
25/05/2013 22:30,None,0,5,21,25,5,2013,45,9.00,9.30,473.95,111.00,3464.17,59.49
25/05/2013 23:00,None,0,5,21,25,5,2013,46,9.00,9.30,528.26,71.00,3333.55,79.32
25/05/2013 23:30,None,0,5,21,25,5,2013,47,8.00,7.40,550.00,74.00,3191.17,57.94
26/05/2013 00:00,None,0,6,21,26,5,2013,0,8.00,7.40,556.99,60.00,3108.76,57.55
26/05/2013 00:30,None,0,6,21,26,5,2013,1,8.00,7.40,555.04,58.00,3000.79,57.55
26/05/2013 01:00,None,0,6,21,26,5,2013,2,8.00,7.40,581.94,47.00,2880.59,57.41
26/05/2013 01:30,None,0,6,21,26,5,2013,3,9.00,5.60,587.93,44.00,2781.61,58.45
26/05/2013 02:00,None,0,6,21,26,5,2013,4,9.00,5.60,601.95,39.00,2715.33,57.41
26/05/2013 02:30,None,0,6,21,26,5,2013,5,9.00,5.60,611.73,33.00,2638.40,56.42
26/05/2013 03:00,None,0,6,21,26,5,2013,6,9.00,3.70,602.05,30.00,2583.04,53.95
26/05/2013 03:30,None,0,6,21,26,5,2013,7,9.00,7.40,592.80,31.00,2540.27,53.01
26/05/2013 04:00,None,0,6,21,26,5,2013,8,8.00,5.60,597.46,32.00,2508.45,53.84
26/05/2013 04:30,None,0,6,21,26,5,2013,9,8.00,5.60,570.65,35.00,2488.58,54.88
26/05/2013 05:00,None,0,6,21,26,5,2013,10,8.00,5.60,549.66,39.00,2416.61,53.02
26/05/2013 05:30,None,0,6,21,26,5,2013,11,8.00,3.70,524.14,50.00,2381.32,36.65
26/05/2013 06:00,None,0,6,21,26,5,2013,12,8.00,5.60,539.98,56.00,2398.32,41.85
26/05/2013 06:30,None,0,6,21,26,5,2013,13,8.00,7.40,542.34,66.00,2439.23,42.76
26/05/2013 07:00,None,0,6,21,26,5,2013,14,9.00,5.60,575.03,92.00,2556.04,42.76
26/05/2013 07:30,None,0,6,21,26,5,2013,15,9.00,7.40,557.66,86.00,2683.09,60.18
26/05/2013 08:00,None,0,6,21,26,5,2013,16,9.00,7.40,563.06,96.00,2857.82,64.23
26/05/2013 08:30,None,0,6,21,26,5,2013,17,10.00,7.40,519.96,109.00,3040.63,64.11
26/05/2013 09:00,None,0,6,21,26,5,2013,18,10.00,9.30,441.11,155.00,3199.70,64.48
26/05/2013 09:30,None,0,6,21,26,5,2013,19,11.00,11.10,451.53,191.00,3355.07,62.17
26/05/2013 10:00,None,0,6,21,26,5,2013,20,11.00,11.10,448.05,223.00,3497.44,66.12
26/05/2013 10:30,None,0,6,21,26,5,2013,21,12.00,14.80,400.26,268.00,3577.49,68.18
26/05/2013 11:00,None,0,6,21,26,5,2013,22,12.00,18.50,393.32,306.00,3625.61,66.58
26/05/2013 11:30,None,0,6,21,26,5,2013,23,12.00,18.50,372.66,439.00,3643.33,64.11
